#               time       E_Anisotropy              E_DMI            E_Demag  E_UniformExchange            E_total                m_x                m_y                m_z            m_error          real_time          rhs_evals               step 
#                <s>                <J>                <J>                <J>                <J>                <J>                 <>                 <>                 <>                 <>                <s>                 <>                 <> 
            1.18e-09  4.71691049155e-18 -1.06171273762e-17  4.11085138968e-18  5.89546918623e-18  4.10610369125e-18   3.1718455023e-17 -2.80909554877e-17   -0.0108914177677  6.53077592006e-12      1678581486.19              18424                118 
            1.19e-09  4.71636441774e-18 -1.06169675803e-17  4.11124309779e-18  5.89546128616e-18  4.10610122137e-18  1.20860112042e-16 -1.53195357634e-17   -0.0107819374461  5.57909274335e-12      1678581512.55              18618                119 
             1.2e-09  4.71584096158e-18 -1.06168364894e-17  4.11161991779e-18  5.89547441784e-18   4.1060988078e-18 -1.92207361138e-16  -3.1857232901e-17   -0.0106769503837  3.47322171024e-12      1678581517.18              18810                120 
            1.21e-09  4.71534069863e-18 -1.06167634691e-17  4.11197969995e-18  5.89553954772e-18  4.10609647717e-18  8.33129861396e-17 -2.30872419947e-17   -0.0105762044698  7.36277705471e-12      1678581522.17              19004                121 
            1.22e-09  4.71486813836e-18 -1.06167578657e-17  4.11231815745e-18  5.89566581795e-18  4.10609424804e-18 -1.02279296144e-16 -2.47024622979e-17   -0.0104803694479  3.15947268348e-12      1678581523.35              19198                122 
            1.23e-09  4.71443193249e-18 -1.06168091424e-17  4.11262864938e-18    5.895840692e-18  4.10609213144e-18 -9.77458854597e-17 -3.71385021501e-17   -0.0103911418187  5.56599211166e-12      1678581524.41              19390                123 
            1.24e-09  4.71404303427e-18 -1.06168933235e-17  4.11290328183e-18  5.89603713942e-18    4.106090132e-18 -8.57338891238e-17 -3.52187415034e-17   -0.0103108385479  5.59019497359e-12      1678581525.12              19584                124 
            1.25e-09   4.7137116209e-18 -1.06169828851e-17  4.11313484525e-18  5.89622466777e-18  4.10608824878e-18  1.87303876113e-16 -1.68229627759e-17   -0.0102416617643  2.69584354839e-12      1678581525.83              19776                125 
            1.26e-09  4.71344416805e-18  -1.0617056167e-17  4.11331866462e-18  5.89637981044e-18  4.10608647612e-18 -1.50959491821e-17 -2.66877569426e-17   -0.0101849975166  5.51181322805e-12      1678581526.54              19970                126 
            1.27e-09    4.713241811e-18 -1.06171031501e-17  4.11345360457e-18  5.89649253935e-18  4.10608480482e-18 -4.93432455389e-17 -2.84379001828e-17   -0.0101410435214  3.56403795365e-12       1678581527.5              20162                127 
            1.28e-09  4.71310032539e-18  -1.0617126401e-17  4.11354203514e-18  5.89656726395e-18  4.10608322349e-18  1.91451792691e-16 -2.62213090747e-17   -0.0101088326813  3.39772654456e-12      1678581528.82              20356                128 
            1.29e-09  4.71301134735e-18 -1.06171379206e-17   4.1135890472e-18  5.89661924589e-18  4.10608171989e-18  1.92130262317e-16 -5.72535845894e-17   -0.0100865302181  4.01612076928e-12      1678581530.11              20550                129 
             1.3e-09  4.71296419406e-18 -1.06171537049e-17  4.11360134291e-18   5.8966684497e-18  4.10608028175e-18  4.36533525377e-17 -2.47487215906e-17   -0.0100718390801  3.37108119197e-12      1678581530.94              20742                130 
            1.31e-09  4.71294773792e-18 -1.06171879806e-17  4.11358611518e-18  5.89673302459e-18   4.1060788971e-18 -4.96516408235e-18 -1.81297877945e-17   -0.0100624016248  3.25872662188e-12      1678581532.08              20936                131 
            1.32e-09  4.71295194217e-18 -1.06172487622e-17  4.11355011422e-18   5.8968242603e-18  4.10607755448e-18  2.07349569613e-16 -4.11283661449e-17   -0.0100561326889   3.5347280658e-12       1678581532.8              21128                132 
            1.33e-09  4.71296875835e-18 -1.06173358427e-17  4.11349906832e-18  5.89694425904e-18  4.10607624306e-18 -5.07001847912e-17 -9.15933995316e-18   -0.0100514244994  3.71591646342e-12      1678581533.85              21322                133 
            1.34e-09  4.71299220928e-18  -1.0617441569e-17  4.11343758558e-18  5.89708672694e-18  4.10607495278e-18 -1.66996046621e-17   1.2952601954e-18   -0.0100471712689  2.93121082962e-12      1678581534.87              21514                134 
            1.35e-09  4.71301772753e-18  -1.0617553892e-17  4.11336951973e-18  5.89724031906e-18  4.10607367434e-18  1.07707053153e-16 -1.46873254299e-17   -0.0100426141629  3.78186371108e-12      1678581535.78              21708                135 
            1.36e-09  4.71304110637e-18   -1.061766046e-17  4.11329858822e-18  5.89739316435e-18  4.10607239899e-18  1.67659096483e-16  6.18602391533e-17   -0.0100370862731  3.99946742391e-12      1678581536.51              21902                136 
            1.37e-09  4.71305755744e-18 -1.06177522624e-17  4.11322892478e-18  5.89753689841e-18  4.10607111826e-18 -1.28600833686e-17  4.28014105639e-17   -0.0100297812646  3.99857924549e-12      1678581537.22              22094                137 
            1.38e-09  4.71306125964e-18 -1.06178256811e-17  4.11316531762e-18  5.89766892766e-18  4.10606982383e-18  8.84631873927e-17  2.24550316613e-17   -0.0100196430493  4.38760139332e-12       1678581538.5              22288                138 
            1.39e-09   4.7130455118e-18 -1.06178825675e-17  4.11311306919e-18  5.89779249414e-18  4.10606850765e-18  1.90958360236e-16  1.25674933423e-16   -0.0100054010262  4.94027041498e-12      1678581539.31              22480                139 
             1.4e-09  4.71300334731e-18 -1.06179286811e-17  4.11307757962e-18  5.89791491624e-18  4.10606716208e-18  3.32141721534e-17  7.17558728485e-17  -0.00998571035028  6.38955555132e-12      1678581540.03              22674                140 
            1.41e-09  4.71292835178e-18 -1.06179712526e-17   4.1130638204e-18  5.89804486076e-18   4.1060657803e-18 -6.60736897294e-17  3.43745094117e-17  -0.00995933276163  5.20827825312e-12      1678581540.74              22866                141 
            1.42e-09  4.71281543562e-18 -1.06180165406e-17  4.11307584538e-18  5.89818961623e-18  4.10606435663e-18 -2.47178820621e-17  2.02342001179e-16  -0.00992530353843  5.66569013927e-12      1678581541.47              23060                142 
            1.43e-09  4.71266137868e-18 -1.06180680815e-17  4.11311644075e-18  5.89835314893e-18   4.1060628869e-18 -9.99817512732e-17  9.15856896495e-17  -0.00988304852119  8.60422844084e-12      1678581542.29              23254                143 
            1.44e-09  4.71246503614e-18 -1.06181260259e-17  4.11318697671e-18  5.89853538175e-18  4.10606136871e-18  2.44249065418e-17  6.36990460379e-17  -0.00983242866525  6.31272811802e-12      1678581543.11              23446                144 
            1.45e-09  4.71222717786e-18 -1.06181876193e-17  4.11328748339e-18  5.89873275959e-18  4.10605980152e-18 -3.05265072479e-16  2.73176543115e-16   -0.0097737036321  8.97459884186e-12      1678581543.91              23640                145 
            1.46e-09  4.71195003324e-18 -1.06182485409e-17  4.11341691701e-18  5.89893977726e-18  4.10605818663e-18  -4.6223827235e-16    3.859566987e-17  -0.00970742753714  1.05053743482e-11      1678581544.79              23832                146 
            1.47e-09  4.71163670109e-18 -1.06183045527e-17   4.1135735209e-18  5.89915085754e-18  4.10605652686e-18  -1.2792236406e-16   1.2224018094e-17  -0.00963431306915  6.13198380961e-12      1678581545.59              24026                147 
            1.48e-09  4.71129061569e-18 -1.06183528853e-17  4.11375516158e-18  5.89936193425e-18  4.10605482619e-18 -4.20589489162e-16  2.50594298399e-16  -0.00955510995082  1.24431576154e-11      1678581546.79              24218                148 
            1.49e-09  4.71091521126e-18  -1.0618392958e-17  4.11395954955e-18  5.89957128639e-18  4.10605308925e-18 -2.63014918487e-16  2.72929826887e-17  -0.00947053217522  2.75290901186e-12       1678581547.6              24403                149 
             1.5e-09  4.71051382767e-18 -1.06184262943e-17  4.11418431618e-18  5.89977947204e-18  4.10605132157e-18 -3.53837329807e-16 -1.42154806445e-16  -0.00938124307224  8.99214036565e-12      1678581548.65              24587                150 
            1.51e-09  4.71008980599e-18 -1.06184558001e-17  4.11442697868e-18  5.89998854355e-18  4.10604952812e-18 -3.62904151174e-16  4.33777242521e-16  -0.00928788387795  2.82796008833e-12      1678581549.59              24767                151 
            1.52e-09  4.70964667203e-18 -1.06184847291e-17  4.11468485571e-18  5.90020091564e-18  4.10604771424e-18 -9.90103061266e-17  2.76900416176e-16  -0.00919112070611  5.54067902669e-12      1678581550.77              24950                152 
            1.53e-09  4.70918830355e-18 -1.06185157013e-17  4.11495499417e-18  5.90041828838e-18  4.10604588482e-18  -3.2520282763e-17 -1.02618530957e-17  -0.00909168637596  1.13065112828e-11       1678581551.7              25115                153 
            1.54e-09  4.70871900401e-18 -1.06185500502e-17  4.11523415061e-18  5.90064093992e-18  4.10604404434e-18 -2.07966360182e-16  1.22656514575e-16  -0.00899040086804  6.88027412821e-12      1678581552.37              25269                154 
            1.55e-09  4.70824344359e-18 -1.06185876506e-17  4.11551884974e-18  5.90086755439e-18  4.10604219714e-18  1.76864695728e-17  1.38878106546e-16  -0.00888816239312  7.09876601945e-13      1678581553.13              25428                155 
            1.56e-09   4.7077664705e-18 -1.06186272101e-17  4.11580551959e-18  5.90109556717e-18  4.10604034721e-18  5.12090370108e-17  8.12891420843e-17   -0.0087859093928  7.05502323228e-12      1678581553.88              25610                156 
            1.57e-09  4.70729283512e-18 -1.06186668764e-17  4.11609067901e-18  5.90132186052e-18  4.10603849829e-18 -1.87966925975e-16  1.49456064808e-17  -0.00868456246731  7.14872605556e-12      1678581554.55              25727                157 
            1.58e-09  4.70682689801e-18 -1.06187049327e-17  4.11637113456e-18  5.90154355418e-18  4.10603665408e-18  1.77373547948e-16 -8.82241810471e-17  -0.00858496206629  5.94990723357e-12      1678581555.36              25917                158 
            1.59e-09  4.70637239635e-18 -1.06187403495e-17  4.11664413967e-18   5.9017586316e-18  4.10603481816e-18  2.71202813293e-16 -1.81066581481e-17  -0.00848781917013  8.54427639752e-13      1678581556.01              26047                159 
             1.6e-09  4.70593232012e-18   -1.061877304e-17  4.11690748237e-18  5.90196623176e-18  4.10603299422e-18  4.98181742772e-16 -1.61764891605e-16  -0.00839369075763  2.12441175762e-11      1678581556.69              26168                160 
            1.61e-09  4.70550890943e-18 -1.06188037852e-17  4.11715949384e-18  5.90216656779e-18   4.1060311859e-18   4.5130565951e-16  1.95445511627e-17  -0.00830298228848  3.12372350209e-12      1678581557.84              26362                161 
            1.62e-09  4.70510374721e-18 -1.06188338976e-17  4.11739899336e-18  5.90236055395e-18  4.10602939691e-18  3.99526091223e-17 -2.86437540353e-16  -0.00821597062347  4.16933154668e-12      1678581558.74              26556                162 
            1.63e-09  4.70471790008e-18 -1.06188647729e-17  4.11762519946e-18  5.90254930429e-18   4.1060276309e-18  6.62402231831e-16 -2.11709507949e-16  -0.00813283632965  2.38475905689e-12      1678581559.57              26750                163 
            1.64e-09   4.7043520587e-18 -1.06188974777e-17  4.11783763768e-18  5.90273367255e-18  4.10602589127e-18  5.82219457831e-16 -9.60998256281e-17  -0.00805369453194   1.4428458428e-12      1678581560.88              26944                164 
            1.65e-09  4.70400664055e-18  -1.0618932489e-17    4.118036068e-18  5.90291396148e-18  4.10602418106e-18   2.7487271718e-16 -4.70291244219e-16  -0.00797861662527  2.80020451271e-12      1678581561.57              27138                165 
            1.66e-09  4.70368183777e-18 -1.06189696452e-17  4.11822044424e-18  5.90308986594e-18  4.10602250274e-18  3.97136027767e-16   -2.209343819e-16  -0.00790763937133  1.67044156285e-12      1678581562.28              27332                166 
            1.67e-09  4.70337761206e-18 -1.06190082897e-17  4.11839090565e-18  5.90326063001e-18  4.10602085805e-18  4.82823657598e-16  -1.5514981275e-16   -0.0078407621148  1.17617027229e-12      1678581563.12              27526                167 
            1.68e-09   4.7030936563e-18 -1.06190475351e-17  4.11854778994e-18  5.90342533669e-18   4.1060192478e-18  3.60575766775e-16 -5.05918609475e-16   -0.0077779364786  2.05102601569e-12      1678581564.12              27720                168 
            1.69e-09  4.70282935172e-18 -1.06190865542e-17  4.11869165084e-18  5.90358322356e-18   4.1060176719e-18  6.63759171084e-16  -1.1545933962e-16  -0.00771905509095  1.11621822896e-12      1678581565.77              27914                169 
             1.7e-09  4.70258374913e-18 -1.06191248005e-17   4.1188232626e-18  5.90373391803e-18  4.10601612925e-18   1.1207084643e-16 -1.88325435493e-16  -0.00766394578594  9.30810983846e-13      1678581566.66              28108                170 
            1.71e-09   4.7023555917e-18 -1.06191620993e-17  4.11894359979e-18  5.90387752563e-18  4.10601461783e-18  4.82222286793e-16 -4.62353920582e-16  -0.00761237525755  1.47637457815e-12      1678581567.76              28302                171 
            1.72e-09  4.70214338087e-18 -1.06191986016e-17  4.11905379124e-18  5.90401456443e-18  4.10601313488e-18  2.03016615864e-16  3.58278221905e-17  -0.00756406241974   7.7005068988e-13      1678581568.55              28496                172 
            1.73e-09  4.70194547233e-18 -1.06192346361e-17  4.11915505595e-18  5.90414578479e-18  4.10601167701e-18   2.1371793224e-17 -1.50658806418e-16  -0.00751869837638  7.36299909931e-13      1678581569.82              28690                173 
            1.74e-09  4.70176018107e-18 -1.06192705183e-17  4.11924863402e-18   5.9042719436e-18  4.10601024042e-18   4.1872369769e-16 -2.65115861363e-16   -0.0074759681872  1.07847064612e-12      1678581571.08              28884                174 
            1.75e-09  4.70158587403e-18 -1.06193063873e-17  4.11933572577e-18  5.90439360869e-18  4.10600882118e-18  5.05614069131e-17  2.01863988488e-16    -0.007435569778   5.6221693967e-13       1678581571.9              29078                175 
            1.76e-09  4.70142103563e-18 -1.06193421154e-17  4.11941744858e-18  5.90451104661e-18  4.10600741542e-18 -2.00873268636e-16 -1.90144967672e-16  -0.00739722682764  5.75761660571e-13      1678581572.87              29272                176 
            1.77e-09  4.70126430021e-18 -1.06193773095e-17  4.11949481498e-18  5.90462421389e-18  4.10600601953e-18  2.63492931178e-16 -9.01593614581e-17  -0.00736069451312  8.08242361927e-13      1678581574.99              29455                177 
            1.78e-09  4.70111445505e-18 -1.06194113952e-17  4.11956872995e-18  5.90473284061e-18  4.10600463039e-18 -3.67761376907e-16  3.09436118704e-16   -0.0073257589949  4.28990176715e-13      1678581575.63              29583                178 
            1.79e-09  4.70097042484e-18 -1.06194437477e-17  4.11964000092e-18  5.90483656736e-18  4.10600324547e-18 -1.65639107368e-16 -2.04647255932e-16  -0.00729223303035  4.52304860232e-13      1678581576.22              29680                179 
             1.8e-09  4.70083125154e-18 -1.06194738244e-17  4.11970935127e-18  5.90493508455e-18  4.10600186296e-18   2.0369508549e-16  8.57338891238e-17  -0.00725995078633  6.29496454962e-13      1678581576.78              29777                180 
            1.81e-09  4.70069608221e-18  -1.0619501261e-17  4.11977742925e-18  5.90502823136e-18  4.10600048182e-18 -4.22208564406e-16  2.70266062616e-16  -0.00722876460378  3.34621219622e-13      1678581577.35              29874                181 
            1.82e-09  4.70056417213e-18 -1.06195259061e-17  4.11984480723e-18  5.90511602856e-18   4.1059991018e-18 -1.64976057506e-16 -3.18383436899e-16  -0.00719854527406  3.49498208152e-13      1678581577.91              29971                182 
            1.83e-09  4.70043490335e-18 -1.06195477938e-17  4.11991197067e-18  5.90519864317e-18  4.10599772339e-18  1.78499190737e-16  1.99069156221e-16  -0.00716918580347  4.91162666094e-13      1678581578.98              30068                183 
            1.84e-09  4.70030781274e-18 -1.06195670718e-17   4.1199793004e-18  5.90527630647e-18  4.10599634776e-18 -5.54571820564e-16  7.91033905045e-17  -0.00714060729096  2.60680366182e-13      1678581579.73              30165                184 
            1.85e-09  4.70018262055e-18 -1.06195839152e-17    4.120047054e-18   5.9053492173e-18  4.10599497665e-18  1.95861845261e-16 -3.76477398639e-16  -0.00711276487229  2.67563748935e-13       1678581580.3              30262                185 
            1.86e-09  4.70005925029e-18 -1.06195984524e-17   4.1201153519e-18  5.90541746238e-18  4.10599361222e-18 -1.28539154629e-16  2.50960517799e-16  -0.00708565180003  3.75477426928e-13      1678581581.41              30359                186 
            1.87e-09  4.69993783426e-18 -1.06196107264e-17  4.12018417226e-18  5.90548097678e-18  4.10599225691e-18 -6.29866529304e-16 -1.81398106412e-16  -0.00705930043428  2.07167616395e-13      1678581582.22              30456                187 
            1.88e-09  4.69981870306e-18 -1.06196206972e-17  4.12025335583e-18  5.90553955155e-18  4.10599091328e-18  1.14645947057e-16  -3.5450423461e-16  -0.00703377987482  1.98507876803e-13      1678581582.81              30553                188 
            1.89e-09  4.69970236175e-18 -1.06196282771e-17  4.12032261948e-18  5.90559287972e-18  4.10598958387e-18 -1.44514030372e-16  2.09570015662e-16  -0.00700919086049   2.8133051444e-13      1678581583.38              30650                189 
             1.9e-09  4.69958945823e-18 -1.06196333844e-17  4.12039157487e-18  5.90564062233e-18  4.10598827102e-18 -4.15747683194e-16 -4.45527102865e-16  -0.00698565916909  1.74749104076e-13      1678581583.98              30747                190 
            1.91e-09  4.69948075054e-18  -1.0619635994e-17  4.12045974838e-18  5.90568247181e-18  4.10598697678e-18  1.26426646929e-16 -2.12341718283e-16  -0.00696332893481  1.80744308409e-13      1678581584.85              30844                191 
            1.92e-09  4.69937707836e-18  -1.0619636168e-17  4.12052659865e-18  5.90571819373e-18   4.1059857028e-18 -4.29162878075e-16  1.04811992419e-16  -0.00694235704373  2.01838545877e-13      1678581585.89              30942                192 
            1.93e-09  4.69927934163e-18 -1.06196340592e-17   4.1205915298e-18  5.90574763806e-18  4.10598445025e-18 -4.37875044865e-16 -5.97041706197e-16  -0.00692290918732   1.9118040484e-13      1678581586.72              31039                193 
            1.94e-09  4.69918848606e-18 -1.06196298883e-17  4.12065390059e-18  5.90577072151e-18  4.10598321985e-18  7.53409680322e-17  4.52184586071e-18  -0.00690515746863  1.96953564569e-13      1678581587.32              31136                194 
            1.95e-09  4.69910549273e-18 -1.06196239034e-17  4.12071303106e-18  5.90578739144e-18   4.1059820118e-18 -5.01589510667e-16 -5.36029554077e-17  -0.00688927891298  2.02060590482e-13      1678581587.95              31233                195 
            1.96e-09  4.69903136773e-18 -1.06196163381e-17  4.12076820937e-18   5.9057975869e-18  4.10598082587e-18  3.98755103011e-17 -5.37833666492e-16  -0.00687545400417  2.03836947321e-13      1678581589.14              31330                196 
            1.97e-09  4.69896712849e-18 -1.06196073789e-17  4.12081870102e-18  5.90580121077e-18  4.10597966143e-18  1.94319868838e-16  2.03964931364e-16  -0.00686386447562  2.10720330074e-13      1678581590.59              31427                197 
            1.98e-09  4.69891378478e-18 -1.06195971508e-17   4.1208637619e-18  5.90579812167e-18  4.10597851756e-18 -4.47065224347e-16 -2.54965801558e-16  -0.00685468994166  2.13162820728e-13      1678581591.99              31524                198 
            1.99e-09  4.69887231436e-18 -1.06195857236e-17  4.12090265512e-18   5.9057881472e-18  4.10597739311e-18   2.2074934473e-16 -3.18792060651e-16  -0.00684810340351  2.17381668222e-13      1678581592.62              31621                199 
               2e-09  4.69884363554e-18 -1.06195731322e-17  4.12093467036e-18  5.90577111316e-18  4.10597628681e-18  -1.6451346458e-16  3.28834182106e-16  -0.00684426605564  2.20490292691e-13      1678581593.27              31718                200 
            2.01e-09  4.69882857943e-18 -1.06195594045e-17  4.12095914372e-18  5.90574687871e-18  4.10597519737e-18 -3.44924706081e-16 -3.66261804836e-16   -0.0068433220451  2.24487095579e-13      1678581593.97              31815                201 
            2.02e-09  4.69882786533e-18  -1.0619544585e-17  4.12097547599e-18  5.90571536725e-18  4.10597412355e-18  5.76837960114e-16  2.03348140795e-17  -0.00684539385551  2.27151630838e-13      1678581594.61              31912                202 
            2.03e-09  4.69884208158e-18   -1.061952875e-17   4.1209831475e-18  5.90567658514e-18   4.1059730642e-18 -1.82770465429e-16  3.00951393436e-16   -0.0068505788122  2.30926389122e-13      1678581596.11              32009                203 
            2.04e-09  4.69887167292e-18 -1.06195120083e-17  4.12098172884e-18  5.90563062486e-18  4.10597201835e-18  4.74928738312e-17 -3.80721688743e-16  -0.00685894691103  2.35145236616e-13      1678581597.62              32106                204 
            2.05e-09  4.69891693408e-18 -1.06194944911e-17  4.12097088746e-18   5.9055776547e-18  4.10597098517e-18  1.88722494422e-16  3.42688840268e-16  -0.00687053986462  2.39364084109e-13      1678581598.85              32203                205 
            2.06e-09  4.69897800804e-18 -1.06194763357e-17  4.12095039114e-18  5.90551790055e-18  4.10596996403e-18 -3.18186834905e-16  1.24109827353e-16  -0.00688537103578  2.44471110022e-13      1678581599.69              32300                206 
            2.07e-09  4.69905488706e-18 -1.06194576687e-17   4.1209201094e-18  5.90545162666e-18  4.10596895446e-18  3.56921282653e-16 -2.54460804279e-16  -0.00690342585022  2.50466314355e-13      1678581600.77              32397                207 
            2.08e-09  4.69914741506e-18 -1.06194385944e-17  4.12088001384e-18  5.90537912167e-18  4.10596795612e-18  1.03004025062e-17   5.4420588406e-16  -0.00692466234896  2.55129251059e-13      1678581601.41              32494                208 
            2.09e-09  4.69925529023e-18 -1.06194191924e-17  4.12083017812e-18  5.90530069288e-18  4.10596696879e-18 -3.54731676132e-16  -1.1451102412e-16   -0.0069490117078  2.60902410787e-13      1678581602.15              32591                209 
             2.1e-09  4.69937806813e-18 -1.06193995217e-17  4.12077077739e-18  5.90521666857e-18  4.10596599234e-18  5.54093807873e-16  4.17875610658e-18  -0.00697637874314  2.66675570515e-13      1678581602.87              32688                210 
            2.11e-09  4.69951516584e-18 -1.06193796313e-17  4.12070208678e-18  5.90512740537e-18  4.10596502669e-18 -6.69526162906e-17  5.48851088035e-16  -0.00700664257407  2.73114864058e-13      1678581603.69              32785                211 
            2.12e-09  4.69966586834e-18 -1.06193595707e-17  4.12062447821e-18    5.905033296e-18  4.10596407181e-18 -2.23463223234e-16 -3.04274352627e-16  -0.00703965767626  2.78221889971e-13      1678581604.41              32882                212 
            2.13e-09  4.69982933793e-18 -1.06193393984e-17  4.12053841494e-18  5.90493477317e-18  4.10596312769e-18   2.5092582333e-16  2.82420691771e-16  -0.00707525553312  2.83995049699e-13      1678581605.01              32979                213 
            2.14e-09  4.70000462724e-18 -1.06193191831e-17  4.12044444351e-18  5.90483230678e-18  4.10596219438e-18 -6.02604386144e-16  3.61736104034e-16  -0.00711324698354  2.91100477057e-13      1678581605.63              33076                214 
            2.15e-09  4.70019069545e-18  -1.0619299001e-17  4.12034318323e-18  5.90472639434e-18  4.10596127197e-18  1.99238773628e-16  -3.4386459729e-16  -0.00715342522435  2.94653190736e-13      1678581606.29              33173                215 
            2.16e-09  4.70038642697e-18 -1.06192789263e-17  4.12023531387e-18  5.90461754612e-18  4.10596036061e-18  1.20567136521e-16  5.37879925785e-16  -0.00719556929698  3.03090885723e-13      1678581606.94              33270                216 
            2.17e-09   4.7005906513e-18 -1.06192590216e-17  4.12012156226e-18  5.90450626854e-18  4.10595946052e-18 -3.40745949975e-16  2.54618856863e-17  -0.00723944781158  3.05311331772e-13      1678581607.57              33367                217 
            2.18e-09  4.70080216288e-18 -1.06192393288e-17  4.12000268881e-18  5.90439304913e-18  4.10595857203e-18  3.46790497553e-16 -2.04843857925e-16    -0.007284822656  3.15303338994e-13      1678581608.21              33464                218 
            2.19e-09  4.70101973978e-18 -1.06192198644e-17  4.11987947451e-18  5.90427834568e-18  4.10595769555e-18 -3.20885293645e-17  6.26289144002e-16  -0.00733145249339  3.18189918858e-13      1678581608.97              33561                219 
             2.2e-09  4.70124216086e-18  -1.0619200619e-17  4.11975270905e-18  5.90416258069e-18  4.10595683163e-18 -2.46885845101e-16 -2.91225377147e-16  -0.00737909594578  3.27293747659e-13      1678581609.67              33658                220 
            2.21e-09  4.70146822121e-18 -1.06191815607e-17  4.11962317989e-18  5.90404614051e-18  4.10595598089e-18  3.83797931707e-16  7.02755754823e-17  -0.00742751445512  3.31956684363e-13      1678581610.42              33755                221 
            2.22e-09  4.70169674602e-18 -1.06191626419e-17  4.11949166243e-18  5.90392937755e-18  4.10595514405e-18 -4.48190867135e-16  4.72450011212e-16   -0.0074764748816  3.38840067116e-13      1678581611.32              33852                222 
            2.23e-09  4.70192660342e-18 -1.06191438055e-17  4.11935891081e-18  5.90381261323e-18  4.10595432192e-18 -1.81290168063e-16 -4.87468861573e-16  -0.00752575192387  3.44391182239e-13      1678581611.91              33949                223 
            2.24e-09  4.70215671654e-18 -1.06191249906e-17  4.11922564936e-18     5.90369614e-18  4.10595351532e-18  5.58395922094e-16  3.83242820195e-16  -0.00757513042826  3.49942297362e-13       1678581612.7              34046                224 
            2.25e-09   4.7023860748e-18 -1.06191061354e-17  4.11909256442e-18  5.90358022126e-18  4.10595272506e-18 -6.21509017091e-16  1.65654527133e-16  -0.00762440760758    3.561595463e-13      1678581613.28              34143                225 
            2.26e-09  4.70261374441e-18 -1.06190871786e-17  4.11896029672e-18   5.9034650894e-18  4.10595195194e-18  2.83106871279e-16 -4.45820078385e-16  -0.00767339513446  3.60600438398e-13      1678581613.87              34240                226 
            2.27e-09  4.70283887766e-18 -1.06190680584e-17  4.11882943461e-18  5.90335094277e-18  4.10595119666e-18  1.18932641513e-16  5.89867660889e-16  -0.00772192103094  3.66151553521e-13      1678581615.12              34337                227 
            2.28e-09  4.70306072058e-18 -1.06190487121e-17  4.11870050823e-18  5.90323794309e-18   4.1059504598e-18 -4.53927019429e-16  -2.1969309088e-16  -0.00776983125833   3.7059244562e-13      1678581615.98              34434                228 
            2.29e-09  4.70327861861e-18 -1.06190290763e-17  4.11857398506e-18   5.9031262144e-18  4.10594974179e-18  4.80356495321e-16 -1.98537174355e-16   -0.0078169909241  3.77697872977e-13      1678581616.75              34531                229 
             2.3e-09  4.70349202002e-18 -1.06190090884e-17  4.11845026684e-18  5.90301584439e-18   4.1059490429e-18 -2.84186254776e-16  5.46761709982e-16  -0.00786328505747  3.80584452842e-13      1678581617.57              34628                230 
            2.31e-09  4.70370047718e-18   -1.061898869e-17   4.1183296879e-18  5.90290688805e-18  4.10594836317e-18 -3.90397590798e-16 -5.25937318388e-16  -0.00790861895073  3.89466237039e-13      1678581618.27              34725                231 
            2.32e-09  4.70390364582e-18 -1.06189678311e-17  4.11821251475e-18  5.90279937302e-18  4.10594770249e-18  4.85414177989e-16  1.50971056644e-16  -0.00795291810271  3.91020549273e-13      1678581618.84              34822                232 
            2.33e-09  4.70410128258e-18 -1.06189464745e-17  4.11809894679e-18  5.90269330564e-18  4.10594706051e-18 -5.21773982045e-16  2.91834457834e-16  -0.00799612782479  4.00568467285e-13      1678581619.65              34919                233 
            2.34e-09  4.70429324122e-18 -1.06189245988e-17   4.1179891177e-18  5.90258867658e-18   4.1059464367e-18   1.1418335413e-16 -6.20290855717e-16  -0.00803821257338   4.0079051189e-13      1678581620.38              35016                234 
            2.35e-09  4.70447946774e-18 -1.06189022005e-17  4.11788309771e-18  5.90248546538e-18  4.10594583037e-18  3.39311911901e-16  4.49212426516e-16  -0.00807915505948  4.12114786741e-13       1678581621.2              35113                235 
            2.36e-09  4.70465999461e-18 -1.06188792938e-17  4.11778089628e-18  5.90238364354e-18  4.10594524067e-18 -4.89839650323e-16 -1.01546857343e-16  -0.00811895516312  4.12780920556e-13      1678581621.77              35210                236 
            2.37e-09  4.70483493402e-18 -1.06188559094e-17  4.11768246548e-18  5.90228317649e-18  4.10594466663e-18  6.15834543854e-16 -4.46444578836e-16  -0.00815762865852  4.23883150802e-13      1678581622.34              35307                237 
            2.38e-09  4.70500447028e-18 -1.06188320919e-17  4.11758770395e-18   5.9021840249e-18   4.1059441072e-18  6.33135519321e-17  5.76217314604e-16  -0.00819520574188  4.26547686061e-13      1678581622.92              35405                238 
            2.39e-09  4.70516885122e-18 -1.06188078975e-17  4.11749646165e-18  5.90208614593e-18  4.10594356127e-18 -4.37659168166e-16 -4.69300524368e-16   -0.0082317293531  4.35429470258e-13      1678581623.89              35502                239 
             2.4e-09  4.70532837868e-18 -1.06187833913e-17  4.11740854527e-18  5.90198949502e-18   4.1059430277e-18  6.73997894533e-16  -9.0756877322e-17  -0.00826725329437  4.40758540776e-13      1678581624.47              35599                240 
            2.41e-09  4.70548339808e-18 -1.06187586456e-17  4.11732372446e-18  5.90189402838e-18  4.10594250536e-18 -2.75551186806e-16  4.36448716674e-16  -0.00830184016771  4.49196235763e-13      1678581625.16              35696                241 
